case_id,contractId,arm,track,operationId,scenarioId,program,source_sha256,line_executed,line_total,line_percent,branch_executed,branch_total,branch_executed_percent,branch_taken,branch_taken_percent,gcov_path
ESSENTIAL12x7-V2-E2-1-rates-specific-default-zero,E2-1,few-shot,interest,generateInterestTransactions,rates-specific-default-zero,CBACT04C,6aaaab1a763d74a0684e44e91d9064d7a230f3d3297eded9aa2f3122f1aa4a1a,606,1029,58.89,228,266,85.71,172,64.66,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/interest-0dn09q3n/gcov/CBACT04C.c.gcov
ESSENTIAL12x7-V2-E2-1-single-final-eof,E2-1,few-shot,interest,generateInterestTransactions,single-final-eof,CBACT04C,6aaaab1a763d74a0684e44e91d9064d7a230f3d3297eded9aa2f3122f1aa4a1a,566,1029,55.0,204,266,76.69,150,56.39,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/interest-pqt0ujuy/gcov/CBACT04C.c.gcov
ESSENTIAL12x7-V2-E2-1-date-boundaries-in-out-v1,E2-1,few-shot,reporting,generateTransactionReport,date-boundaries-in-out-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,655,1192,54.95,216,272,79.41,158,58.09,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/reporting-2kt9kfyv/gcov/CBTRN03C.c.gcov
ESSENTIAL12x7-V2-E2-1-empty-in-range-v1,E2-1,few-shot,reporting,generateTransactionReport,empty-in-range-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,504,1192,42.28,164,272,60.29,119,43.75,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/reporting-f8cgjm97/gcov/CBTRN03C.c.gcov
ESSENTIAL12x7-V2-E2-2-valid-new-tcatbal,E2-2,few-shot,posting,postDailyTransactions,valid-new-tcatbal,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,638,1120,56.96,238,288,82.64,177,61.46,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-523nkc3b/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-2-valid-existing-tcatbal,E2-2,few-shot,posting,postDailyTransactions,valid-existing-tcatbal,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,628,1120,56.07,234,288,81.25,170,59.03,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-_cxp3oqt/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-2-reject-card-missing,E2-2,few-shot,posting,postDailyTransactions,reject-card-missing,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,508,1120,45.36,188,288,65.28,140,48.61,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-k0fashxf/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-2-reject-account-missing,E2-2,few-shot,posting,postDailyTransactions,reject-account-missing,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,522,1120,46.61,194,288,67.36,145,50.35,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-8xcprud7/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-2-reject-limit,E2-2,few-shot,posting,postDailyTransactions,reject-limit,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,531,1120,47.41,196,288,68.06,145,50.35,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-qemgwv3r/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-2-reject-expiry,E2-2,few-shot,posting,postDailyTransactions,reject-expiry,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,531,1120,47.41,196,288,68.06,145,50.35,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-sdx7fj41/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-2-rates-specific-default-zero,E2-2,few-shot,interest,generateInterestTransactions,rates-specific-default-zero,CBACT04C,6aaaab1a763d74a0684e44e91d9064d7a230f3d3297eded9aa2f3122f1aa4a1a,606,1029,58.89,228,266,85.71,172,64.66,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/interest-7uorwyxo/gcov/CBACT04C.c.gcov
ESSENTIAL12x7-V2-E2-2-single-final-eof,E2-2,few-shot,interest,generateInterestTransactions,single-final-eof,CBACT04C,6aaaab1a763d74a0684e44e91d9064d7a230f3d3297eded9aa2f3122f1aa4a1a,566,1029,55.0,204,266,76.69,150,56.39,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/interest-r84dhwee/gcov/CBACT04C.c.gcov
ESSENTIAL12x7-V2-E2-2-date-boundaries-in-out-v1,E2-2,few-shot,reporting,generateTransactionReport,date-boundaries-in-out-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,655,1192,54.95,216,272,79.41,158,58.09,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/reporting-ikmmxuxd/gcov/CBTRN03C.c.gcov
ESSENTIAL12x7-V2-E2-2-empty-in-range-v1,E2-2,few-shot,reporting,generateTransactionReport,empty-in-range-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,504,1192,42.28,164,272,60.29,119,43.75,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/reporting-n50xq6hi/gcov/CBTRN03C.c.gcov
ESSENTIAL12x7-V2-E2-3-valid-new-tcatbal,E2-3,few-shot,posting,postDailyTransactions,valid-new-tcatbal,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,638,1120,56.96,238,288,82.64,177,61.46,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-g54bgcmk/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-3-valid-existing-tcatbal,E2-3,few-shot,posting,postDailyTransactions,valid-existing-tcatbal,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,628,1120,56.07,234,288,81.25,170,59.03,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-8qc4t7xb/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-3-reject-card-missing,E2-3,few-shot,posting,postDailyTransactions,reject-card-missing,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,508,1120,45.36,188,288,65.28,140,48.61,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-1xmp9zyh/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-3-reject-account-missing,E2-3,few-shot,posting,postDailyTransactions,reject-account-missing,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,522,1120,46.61,194,288,67.36,145,50.35,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-dmz3hd74/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-3-reject-limit,E2-3,few-shot,posting,postDailyTransactions,reject-limit,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,531,1120,47.41,196,288,68.06,145,50.35,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-l_7k1pvl/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-3-reject-expiry,E2-3,few-shot,posting,postDailyTransactions,reject-expiry,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,531,1120,47.41,196,288,68.06,145,50.35,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-on_0xdip/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E2-3-rates-specific-default-zero,E2-3,few-shot,interest,generateInterestTransactions,rates-specific-default-zero,CBACT04C,6aaaab1a763d74a0684e44e91d9064d7a230f3d3297eded9aa2f3122f1aa4a1a,606,1029,58.89,228,266,85.71,172,64.66,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/interest-hqlcku_w/gcov/CBACT04C.c.gcov
ESSENTIAL12x7-V2-E2-3-single-final-eof,E2-3,few-shot,interest,generateInterestTransactions,single-final-eof,CBACT04C,6aaaab1a763d74a0684e44e91d9064d7a230f3d3297eded9aa2f3122f1aa4a1a,566,1029,55.0,204,266,76.69,150,56.39,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/interest-5gwrfzxi/gcov/CBACT04C.c.gcov
ESSENTIAL12x7-V2-E2-3-date-boundaries-in-out-v1,E2-3,few-shot,reporting,generateTransactionReport,date-boundaries-in-out-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,655,1192,54.95,216,272,79.41,158,58.09,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/reporting-bl5ftsss/gcov/CBTRN03C.c.gcov
ESSENTIAL12x7-V2-E2-3-empty-in-range-v1,E2-3,few-shot,reporting,generateTransactionReport,empty-in-range-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,504,1192,42.28,164,272,60.29,119,43.75,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/reporting-zblwqt2q/gcov/CBTRN03C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-valid-new-tcatbal,E3-SDD-stage6r3,sdd,posting,posting,valid-new-tcatbal,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,638,1120,56.96,238,288,82.64,177,61.46,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/posting-mvotgibj/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-valid-existing-tcatbal,E3-SDD-stage6r3,sdd,posting,posting,valid-existing-tcatbal,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,628,1120,56.07,234,288,81.25,170,59.03,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/posting-hwe94uhf/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-reject-card-missing,E3-SDD-stage6r3,sdd,posting,posting,reject-card-missing,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,508,1120,45.36,188,288,65.28,140,48.61,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/posting-ns58ycs2/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-reject-account-missing,E3-SDD-stage6r3,sdd,posting,posting,reject-account-missing,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,522,1120,46.61,194,288,67.36,145,50.35,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/posting-dpo8uddb/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-reject-limit,E3-SDD-stage6r3,sdd,posting,posting,reject-limit,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,531,1120,47.41,196,288,68.06,145,50.35,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/posting-hwjeawzs/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-reject-expiry,E3-SDD-stage6r3,sdd,posting,posting,reject-expiry,CBTRN02C,7054bf317d9593040ec074ec3ff176bc98258911787b81f37755883999ca6e6b,531,1120,47.41,196,288,68.06,145,50.35,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/posting-odovbj65/gcov/CBTRN02C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-rates-specific-default-zero,E3-SDD-stage6r3,sdd,interest,interest,rates-specific-default-zero,CBACT04C,6aaaab1a763d74a0684e44e91d9064d7a230f3d3297eded9aa2f3122f1aa4a1a,606,1029,58.89,228,266,85.71,172,64.66,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/interest-ygcz3rds/gcov/CBACT04C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-single-final-eof,E3-SDD-stage6r3,sdd,interest,interest,single-final-eof,CBACT04C,6aaaab1a763d74a0684e44e91d9064d7a230f3d3297eded9aa2f3122f1aa4a1a,566,1029,55.0,204,266,76.69,150,56.39,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/interest-jyr_ddv_/gcov/CBACT04C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-date-boundaries-in-out-v1,E3-SDD-stage6r3,sdd,reporting,reporting,date-boundaries-in-out-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,655,1192,54.95,216,272,79.41,158,58.09,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/reporting-l_6a5u29/gcov/CBTRN03C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-empty-in-range-v1,E3-SDD-stage6r3,sdd,reporting,reporting,empty-in-range-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,504,1192,42.28,164,272,60.29,119,43.75,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/reporting-gbfmvbsi/gcov/CBTRN03C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-card-break-two-groups-v1,E3-SDD-stage6r3,sdd,reporting,reporting,card-break-two-groups-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,750,1192,62.92,238,272,87.5,179,65.81,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/reporting-dn4x2n8s/gcov/CBTRN03C.c.gcov
ESSENTIAL12x7-V2-E3-SDD-stage6r3-pagination-threshold-20-v1,E3-SDD-stage6r3,sdd,reporting,reporting,pagination-threshold-20-v1,CBTRN03C,da92dc96c68fb19d8bd47b0ff97d1d291c730d06a3012bc6792abd5b10ed2848,734,1192,61.58,234,272,86.03,176,64.71,<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2b/runs/reporting-_9bow1v5/gcov/CBTRN03C.c.gcov
