lane,strategy,contract,arm,track,caseId,obligation,partitionContext,semanticInputKey,inputAccepted,businessObserved,effect,authority,verdict,failure,auditPath,limit
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-18,POSTTRAN-OBL-003,"[""reject_100""]",38dd229ecb5de38debfef662ece1c595d879b789e2db51c65147a76944ad2692,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-3c68e8oh/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-18,POSTTRAN-OBL-009,"[""reject_100""]",38dd229ecb5de38debfef662ece1c595d879b789e2db51c65147a76944ad2692,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-3c68e8oh/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-18,POSTTRAN-OBL-004,"[""reject_100""]",38dd229ecb5de38debfef662ece1c595d879b789e2db51c65147a76944ad2692,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-3c68e8oh/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-18,POSTTRAN-OBL-005,"[""reject_100""]",38dd229ecb5de38debfef662ece1c595d879b789e2db51c65147a76944ad2692,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-3c68e8oh/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-18,POSTTRAN-OBL-006,"[""reject_100""]",38dd229ecb5de38debfef662ece1c595d879b789e2db51c65147a76944ad2692,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-3c68e8oh/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-18,POSTTRAN-OBL-008,"[""reject_100""]",38dd229ecb5de38debfef662ece1c595d879b789e2db51c65147a76944ad2692,accepted_to_invocation,True,account_all_fields_after,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-3c68e8oh/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-18,POSTTRAN-OBL-007,"[""reject_100""]",38dd229ecb5de38debfef662ece1c595d879b789e2db51c65147a76944ad2692,accepted_to_invocation,True,category_all_fields_after,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-3c68e8oh/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-18,POSTTRAN-OBL-004,"[""reject_100""]",38dd229ecb5de38debfef662ece1c595d879b789e2db51c65147a76944ad2692,accepted_to_invocation,True,xref_unchanged,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-3c68e8oh/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-18,POSTTRAN-OBL-006,"[""reject_100""]",38dd229ecb5de38debfef662ece1c595d879b789e2db51c65147a76944ad2692,accepted_to_invocation,True,return_code,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-3c68e8oh/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-24,POSTTRAN-OBL-003,"[""reject_100""]",fbd92daa026e4270c977d070f98d2293a1d9c4b6b377c7eb15ef07ea75eea46e,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-p_q00w5l/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-24,POSTTRAN-OBL-009,"[""reject_100""]",fbd92daa026e4270c977d070f98d2293a1d9c4b6b377c7eb15ef07ea75eea46e,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-p_q00w5l/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-24,POSTTRAN-OBL-004,"[""reject_100""]",fbd92daa026e4270c977d070f98d2293a1d9c4b6b377c7eb15ef07ea75eea46e,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-p_q00w5l/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-24,POSTTRAN-OBL-005,"[""reject_100""]",fbd92daa026e4270c977d070f98d2293a1d9c4b6b377c7eb15ef07ea75eea46e,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-p_q00w5l/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-24,POSTTRAN-OBL-006,"[""reject_100""]",fbd92daa026e4270c977d070f98d2293a1d9c4b6b377c7eb15ef07ea75eea46e,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-p_q00w5l/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-24,POSTTRAN-OBL-008,"[""reject_100""]",fbd92daa026e4270c977d070f98d2293a1d9c4b6b377c7eb15ef07ea75eea46e,accepted_to_invocation,True,account_all_fields_after,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-p_q00w5l/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-24,POSTTRAN-OBL-007,"[""reject_100""]",fbd92daa026e4270c977d070f98d2293a1d9c4b6b377c7eb15ef07ea75eea46e,accepted_to_invocation,True,category_all_fields_after,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-p_q00w5l/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-24,POSTTRAN-OBL-004,"[""reject_100""]",fbd92daa026e4270c977d070f98d2293a1d9c4b6b377c7eb15ef07ea75eea46e,accepted_to_invocation,True,xref_unchanged,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-p_q00w5l/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-24,POSTTRAN-OBL-006,"[""reject_100""]",fbd92daa026e4270c977d070f98d2293a1d9c4b6b377c7eb15ef07ea75eea46e,accepted_to_invocation,True,return_code,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-p_q00w5l/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-25,POSTTRAN-OBL-003,"[""reject_100""]",8d53969ef39fba92e4d19a1084ecbc7a420e2c84da457e50b77fdf624b32801a,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-s6m7wpyp/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-25,POSTTRAN-OBL-009,"[""reject_100""]",8d53969ef39fba92e4d19a1084ecbc7a420e2c84da457e50b77fdf624b32801a,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-s6m7wpyp/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-25,POSTTRAN-OBL-004,"[""reject_100""]",8d53969ef39fba92e4d19a1084ecbc7a420e2c84da457e50b77fdf624b32801a,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-s6m7wpyp/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-25,POSTTRAN-OBL-005,"[""reject_100""]",8d53969ef39fba92e4d19a1084ecbc7a420e2c84da457e50b77fdf624b32801a,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-s6m7wpyp/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-25,POSTTRAN-OBL-006,"[""reject_100""]",8d53969ef39fba92e4d19a1084ecbc7a420e2c84da457e50b77fdf624b32801a,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-s6m7wpyp/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-25,POSTTRAN-OBL-008,"[""reject_100""]",8d53969ef39fba92e4d19a1084ecbc7a420e2c84da457e50b77fdf624b32801a,accepted_to_invocation,True,account_all_fields_after,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-s6m7wpyp/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-25,POSTTRAN-OBL-007,"[""reject_100""]",8d53969ef39fba92e4d19a1084ecbc7a420e2c84da457e50b77fdf624b32801a,accepted_to_invocation,True,category_all_fields_after,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-s6m7wpyp/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-25,POSTTRAN-OBL-004,"[""reject_100""]",8d53969ef39fba92e4d19a1084ecbc7a420e2c84da457e50b77fdf624b32801a,accepted_to_invocation,True,xref_unchanged,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-s6m7wpyp/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-25,POSTTRAN-OBL-006,"[""reject_100""]",8d53969ef39fba92e4d19a1084ecbc7a420e2c84da457e50b77fdf624b32801a,accepted_to_invocation,True,return_code,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-s6m7wpyp/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-26,POSTTRAN-OBL-003,"[""reject_100""]",090cf1b645b422a88d21eacab1f74266f02e6d92ca31c1293131965dde0da6ad,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-jtnch0qo/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-26,POSTTRAN-OBL-009,"[""reject_100""]",090cf1b645b422a88d21eacab1f74266f02e6d92ca31c1293131965dde0da6ad,accepted_to_invocation,True,posted_fields_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-jtnch0qo/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-26,POSTTRAN-OBL-004,"[""reject_100""]",090cf1b645b422a88d21eacab1f74266f02e6d92ca31c1293131965dde0da6ad,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-jtnch0qo/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-26,POSTTRAN-OBL-005,"[""reject_100""]",090cf1b645b422a88d21eacab1f74266f02e6d92ca31c1293131965dde0da6ad,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-jtnch0qo/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
official,T2,E2-1,few-shot,posting,T2-E2-1-E2-1-POST-postDailyTransactions-seed104729-positive-26,POSTTRAN-OBL-006,"[""reject_100""]",090cf1b645b422a88d21eacab1f74266f02e6d92ca31c1293131965dde0da6ad,accepted_to_invocation,True,reject_bytes_reason_multiplicity,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/official-campaign-large12k-run-v2/p2b-preparation/isolated-cycle/aws-carddemo-cycle-v1/P2c-few-shot/runs/p2b-redirected/posting-jtnch0qo/audit.json,"[""external audit linked by frozen report path/invocation/cwd; audit hash not historically pinned in application tree"", ""No internal effect-order or I/O-failure assertion"", ""ASCII signed DISPLAY qualified; overflow unqualified; processing timestamp/filler excluded; TCATBAL filler 28:50 excluded"", ""TRANFILE OPEN OUTPUT: preexisting contents are not expected to survive""]"
